FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_new1,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Crash_UP_ID,Prsn_Type_,Prsn_Injry,Prsn_Age,Prsn_Gndr_
259,22,48,453,2304,3,4.8453E+11,1500US484530023043,Block Group 3,G5030,S,299987,0,30.2377879,-97.7232196,298,13770935,AUS_13770935,30.23877,-97.71958,2,1,AUS_1377093521,3,3,33,1
260,22,48,453,2304,3,4.8453E+11,1500US484530023043,Block Group 3,G5030,S,299987,0,30.2377879,-97.7232196,402,14036623,AUS_14036623,30.23877,-97.71958,2,1,AUS_1403662321,3,1,38,1
261,22,48,453,2304,3,4.8453E+11,1500US484530023043,Block Group 3,G5030,S,299987,0,30.2377879,-97.7232196,1162,12079587,AUS_12079587,30.23877,-97.71958,2,1,AUS_1207958721,3,2,21,1
262,22,48,453,2304,3,4.8453E+11,1500US484530023043,Block Group 3,G5030,S,299987,0,30.2377879,-97.7232196,1163,12079587,AUS_12079587,30.23877,-97.71958,3,1,AUS_1207958731,3,3,22,1
263,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,699,13525468,AUS_13525468,30.2388,-97.75355,2,1,AUS_1352546821,3,2,60,1
264,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,796,12590108,AUS_12590108,30.2388,-97.75355,2,1,AUS_1259010821,3,2,29,1
265,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,1034,13042395,AUS_13042395,30.2388,-97.75355,2,1,AUS_1304239521,3,2,24,1
266,459,48,453,1901,2,4.8453E+11,1500US484530019012,Block Group 2,G5030,S,2185217,0,30.2397433,-97.7974555,1133,12041367,AUS_12041367,30.2389991,-97.78881522,2,1,AUS_1204136721,3,4,24,1
267,393,48,453,2308,1,4.8453E+11,1500US484530023081,Block Group 1,G5030,S,352528,0,30.2381013,-97.748289,674,13441315,AUS_13441315,30.23922705,-97.75315711,2,1,AUS_1344131521,3,3,32,1
268,372,48,453,1307,2,4.8453E+11,1500US484530013072,Block Group 2,G5030,S,456955,0,30.2419411,-97.7652833,1350,12387082,AUS_12387082,30.23991419,-97.76600893,2,1,AUS_1238708221,3,2,28,2
269,482,48,453,2316,1,4.8453E+11,1500US484530023161,Block Group 1,G5030,S,321567,0,30.2390879,-97.7290549,533,13192444,AUS_13192444,30.24017,-97.72708,1,1,AUS_1319244411,3,3,0,1
270,482,48,453,2316,1,4.8453E+11,1500US484530023161,Block Group 1,G5030,S,321567,0,30.2390879,-97.7290549,855,12698944,AUS_12698944,30.24017,-97.72708,2,1,AUS_1269894421,3,0,26,1
271,482,48,453,2316,1,4.8453E+11,1500US484530023161,Block Group 1,G5030,S,321567,0,30.2390879,-97.7290549,1239,12197616,AUS_12197616,30.24017,-97.72708,2,1,AUS_1219761621,3,2,27,1
272,377,48,453,1402,2,4.8453E+11,1500US484530014022,Block Group 2,G5030,S,411931,0,30.2431716,-97.7435366,1121,12013126,AUS_12013126,30.24024,-97.74387,1,1,AUS_1201312611,3,2,23,2
273,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,1388,12586747,AUS_12586747,30.2403,-97.727,2,1,AUS_1258674721,3,0,18,2
274,482,48,453,2316,1,4.8453E+11,1500US484530023161,Block Group 1,G5030,S,321567,0,30.2390879,-97.7290549,465,14155252,AUS_14155252,30.24050564,-97.72735494,2,1,AUS_1415525221,3,2,29,1
275,372,48,453,1307,2,4.8453E+11,1500US484530013072,Block Group 2,G5030,S,456955,0,30.2419411,-97.7652833,568,13256110,AUS_13256110,30.24051101,-97.76066277,1,1,AUS_1325611011,3,0,0,1
276,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,613,13328842,AUS_13328842,30.24058128,-97.72681248,2,1,AUS_1332884221,3,2,24,1
277,21,48,453,2004,1,4.8453E+11,1500US484530020041,Block Group 1,G5030,S,677445,0,30.2370916,-97.7879951,1158,12059912,AUS_12059912,30.24090336,-97.78219356,2,1,AUS_1205991221,3,2,13,2
278,372,48,453,1307,2,4.8453E+11,1500US484530013072,Block Group 2,G5030,S,456955,0,30.2419411,-97.7652833,767,12486257,AUS_12486257,30.24096,-97.76543,2,1,AUS_1248625721,3,2,24,1
279,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,661,13410645,AUS_13410645,30.24127583,-97.7179978,2,1,AUS_1341064521,3,2,31,1
280,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,829,12650742,AUS_12650742,30.24135,-97.75798001,2,1,AUS_1265074221,3,2,53,1
281,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,836,12650972,AUS_12650972,30.24139,-97.72594,2,1,AUS_1265097221,3,2,26,1
282,482,48,453,2316,1,4.8453E+11,1500US484530023161,Block Group 1,G5030,S,321567,0,30.2390879,-97.7290549,1081,11942736,AUS_11942736,30.24172,-97.72833,2,1,AUS_1194273621,3,2,29,1
283,149,48,453,1914,3,4.8453E+11,1500US484530019143,Block Group 3,G5030,S,2549205,0,30.2457838,-97.8217016,586,13278588,AUS_13278588,30.24175628,-97.81583554,2,1,AUS_1327858821,3,2,60,1
284,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,289,13747525,AUS_13747525,30.2418611,-97.72708178,2,1,AUS_1374752521,3,3,26,1
285,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,364,13926883,AUS_13926883,30.24189,-97.75252,2,1,AUS_1392688321,3,3,18,1
286,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,1134,12042841,AUS_12042841,30.24242,-97.75374,2,1,AUS_1204284121,3,3,21,2
287,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,192,14721737,AUS_14721737,30.24247478,-97.71723247,2,1,AUS_1472173721,3,2,38,1
288,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,215,14780808,AUS_14780808,30.24247478,-97.71723247,2,1,AUS_1478080821,3,3,18,2
289,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,413,14058030,AUS_14058030,30.24248,-97.71724,2,1,AUS_1405803021,3,3,38,2
290,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,26,14328517,AUS_14328517,30.24271508,-97.71707976,2,1,AUS_1432851721,3,1,29,2
291,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,578,13269522,AUS_13269522,30.24284044,-97.71701094,2,1,AUS_1326952221,3,2,33,2
292,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,1325,12330482,AUS_12330482,30.24284044,-97.71701094,2,1,AUS_1233048221,3,1,22,2
293,376,48,453,1401,2,4.8453E+11,1500US484530014012,Block Group 2,G5030,S,605746,0,30.2451069,-97.74788,849,12680254,AUS_12680254,30.24285387,-97.7521796,2,1,AUS_1268025421,3,2,48,2
294,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,1396,12620278,AUS_12620278,30.2433,-97.75201667,1,1,AUS_1262027811,3,3,24,1
295,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,1204,12149938,AUS_12149938,30.24330292,-97.71940703,2,1,AUS_1214993821,3,5,38,1
296,353,48,453,1403,2,4.8453E+11,1500US484530014032,Block Group 2,G5030,S,432913,0,30.2429557,-97.7333227,624,13353189,AUS_13353189,30.24330536,-97.7292975,2,1,AUS_1335318921,3,1,47,1
297,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,943,12866486,AUS_12866486,30.24344755,-97.7519628,2,1,AUS_1286648621,3,1,27,1
298,21,48,453,2004,1,4.8453E+11,1500US484530020041,Block Group 1,G5030,S,677445,0,30.2370916,-97.7879951,1077,11920884,AUS_11920884,30.24361694,-97.7823178,2,1,AUS_1192088421,3,5,48,1
299,372,48,453,1307,2,4.8453E+11,1500US484530013072,Block Group 2,G5030,S,456955,0,30.2419411,-97.7652833,628,13360147,AUS_13360147,30.24392,-97.76433,2,1,AUS_1336014721,3,5,30,2
300,353,48,453,1403,2,4.8453E+11,1500US484530014032,Block Group 2,G5030,S,432913,0,30.2429557,-97.7333227,924,12837376,AUS_12837376,30.24419971,-97.73010797,2,1,AUS_1283737621,3,2,22,1
301,452,48,453,1402,1,4.8453E+11,1500US484530014021,Block Group 1,G5030,S,540167,56088,30.2464417,-97.7395444,566,13252397,AUS_13252397,30.24424,-97.74036,2,1,AUS_1325239721,3,2,34,1
302,452,48,453,1402,1,4.8453E+11,1500US484530014021,Block Group 1,G5030,S,540167,56088,30.2464417,-97.7395444,1310,12315994,AUS_12315994,30.24424,-97.74036,2,1,AUS_1231599421,3,2,27,2
303,308,48,453,1901,3,4.8453E+11,1500US484530019013,Block Group 3,G5030,S,860491,0,30.2522502,-97.7806429,649,13391365,AUS_13391365,30.24433907,-97.78131563,2,1,AUS_1339136521,3,2,20,1
304,308,48,453,1901,3,4.8453E+11,1500US484530019013,Block Group 3,G5030,S,860491,0,30.2522502,-97.7806429,702,13531153,AUS_13531153,30.24433907,-97.78131563,2,1,AUS_1353115321,3,3,32,2
305,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,985,12965248,AUS_12965248,30.24448,-97.7577,2,1,AUS_1296524821,3,2,24,1
306,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,1061,13450831,AUS_13450831,30.24448,-97.7577,2,1,AUS_1345083121,3,2,32,1
307,353,48,453,1403,2,4.8453E+11,1500US484530014032,Block Group 2,G5030,S,432913,0,30.2429557,-97.7333227,766,13879902,AUS_13879902,30.24478,-97.73053,2,1,AUS_1387990221,3,2,22,2
308,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,1306,12300456,AUS_12300456,30.2448,-97.72548,2,1,AUS_1230045621,3,2,21,1
309,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,147,14608859,AUS_14608859,30.24514696,-97.75132538,2,1,AUS_1460885921,3,2,56,1
310,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,17,14292232,AUS_14292232,30.24515478,-97.75132246,2,1,AUS_1429223221,3,3,27,2
311,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,21,14294864,AUS_14294864,30.24515478,-97.75132246,2,1,AUS_1429486421,3,2,23,2
312,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,589,13294040,AUS_13294040,30.24516,-97.75133,2,1,AUS_1329404021,3,2,40,1
313,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,747,13639763,AUS_13639763,30.24516,-97.75133,2,1,AUS_1363976321,3,3,39,1
314,376,48,453,1401,2,4.8453E+11,1500US484530014012,Block Group 2,G5030,S,605746,0,30.2451069,-97.74788,292,13757826,AUS_13757826,30.24547,-97.74873,2,1,AUS_1375782621,3,2,31,1
315,417,48,453,2317,2,4.8453E+11,1500US484530023172,Block Group 2,G5030,S,715129,139858,30.2444723,-97.7125648,850,12680308,AUS_12680308,30.24638121,-97.7147404,1,1,AUS_1268030811,3,2,22,1
316,417,48,453,2317,2,4.8453E+11,1500US484530023172,Block Group 2,G5030,S,715129,139858,30.2444723,-97.7125648,1307,12308550,AUS_12308550,30.24638121,-97.7147404,2,1,AUS_1230855021,3,1,23,1
317,277,48,453,1304,3,4.8453E+11,1500US484530013043,Block Group 3,G5030,S,363059,0,30.2504764,-97.7773945,866,12714163,AUS_12714163,30.24644847,-97.77829804,2,1,AUS_1271416321,3,2,55,1
318,238,48,453,1769,2,4.8453E+11,1500US484530017692,Block Group 2,G5030,S,6342259,0,30.2454998,-97.907078,145,14605674,AUS_14605674,30.24686479,-97.89622243,3,1,AUS_1460567431,3,2,25,1
319,277,48,453,1304,3,4.8453E+11,1500US484530013043,Block Group 3,G5030,S,363059,0,30.2504764,-97.7773945,678,13455969,AUS_13455969,30.24690166,-97.77729299,2,1,AUS_1345596921,3,2,56,1
320,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,333,13866402,AUS_13866402,30.24693941,-97.77716524,2,1,AUS_1386640221,3,2,34,1
321,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,803,12606044,AUS_12606044,30.24693941,-97.77716524,2,1,AUS_1260604421,3,2,39,1
322,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,1027,13031494,AUS_13031494,30.24693941,-97.77716524,1,1,AUS_1303149411,3,1,27,2
323,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,1128,12013465,AUS_12013465,30.24693941,-97.77716524,2,1,AUS_1201346521,3,3,49,2
324,353,48,453,1403,2,4.8453E+11,1500US484530014032,Block Group 2,G5030,S,432913,0,30.2429557,-97.7333227,1161,12079546,AUS_12079546,30.24713052,-97.73515121,1,1,AUS_1207954611,3,3,24,1
325,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,975,12938870,AUS_12938870,30.24719478,-97.75597768,2,1,AUS_1293887021,3,1,37,2
326,357,48,453,1304,1,4.8453E+11,1500US484530013041,Block Group 1,G5030,S,648074,0,30.2432154,-97.7739904,475,14183968,AUS_14183968,30.24727632,-97.77526824,2,1,AUS_1418396821,3,3,28,1
327,357,48,453,1304,1,4.8453E+11,1500US484530013041,Block Group 1,G5030,S,648074,0,30.2432154,-97.7739904,65,14394243,AUS_14394243,30.24729227,-97.77525007,2,1,AUS_1439424321,3,2,28,1
328,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,1245,12198004,AUS_12198004,30.2474,-97.75921,1,1,AUS_1219800411,3,3,27,2
329,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,1242,12197733,AUS_12197733,30.24743263,-97.77415354,2,1,AUS_1219773321,3,2,36,2
330,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,422,14069129,AUS_14069129,30.24756365,-97.77315811,2,1,AUS_1406912921,3,3,26,1
331,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,33,14343200,AUS_14343200,30.2476193,-97.77293717,2,1,AUS_1434320021,3,5,56,1
332,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,58,14380827,AUS_14380827,30.24772289,-97.77247961,2,1,AUS_1438082721,3,3,30,2
333,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,963,12910597,AUS_12910597,30.24801236,-97.7504309,1,1,AUS_1291059711,3,2,23,1
334,9,48,453,1908,2,4.8453E+11,1500US484530019082,Block Group 2,G5030,S,9946182,0,30.255846,-97.8875023,183,14690133,AUS_14690133,30.24801479,-97.88301243,2,1,AUS_1469013321,3,2,7,1
335,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,51,14370459,AUS_14370459,30.24802183,-97.73534685,2,1,AUS_1437045921,3,1,29,2
336,452,48,453,1402,1,4.8453E+11,1500US484530014021,Block Group 1,G5030,S,540167,56088,30.2464417,-97.7395444,468,14167262,AUS_14167262,30.24812,-97.73579,2,1,AUS_1416726221,3,3,26,1
337,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,338,13891501,AUS_13891501,30.24820627,-97.73539073,2,1,AUS_1389150121,3,3,58,1
338,449,48,453,2304,2,4.8453E+11,1500US484530023042,Block Group 2,G5030,S,401183,145886,30.2462908,-97.7297119,820,12631628,AUS_12631628,30.24820627,-97.73539073,1,1,AUS_1263162811,3,5,30,1
339,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,571,13258008,AUS_13258008,30.24831,-97.76209,1,1,AUS_1325800811,3,2,37,1
340,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,789,12577464,AUS_12577464,30.24842895,-97.77000246,1,1,AUS_1257746411,3,2,27,1
341,376,48,453,1401,2,4.8453E+11,1500US484530014012,Block Group 2,G5030,S,605746,0,30.2451069,-97.74788,390,14001554,AUS_14001554,30.24863806,-97.75003355,2,1,AUS_1400155421,3,3,25,2
342,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,167,14657555,AUS_14657555,30.24874884,-97.76894446,2,1,AUS_1465755521,3,1,58,1
343,462,48,453,1910,3,4.8453E+11,1500US484530019103,Block Group 3,G5030,S,2122433,0,30.2595428,-97.801771,290,13748128,AUS_13748128,30.24893166,-97.80512148,2,1,AUS_1374812821,3,2,50,1
344,371,48,453,1305,2,4.8453E+11,1500US484530013052,Block Group 2,G5030,S,611066,0,30.2461455,-97.762065,366,13934413,AUS_13934413,30.24901,-97.76443,2,1,AUS_1393441321,3,2,30,2
345,277,48,453,1304,3,4.8453E+11,1500US484530013043,Block Group 3,G5030,S,363059,0,30.2504764,-97.7773945,134,14581630,AUS_14581630,30.24904478,-97.77584246,2,1,AUS_1458163021,3,2,10,2
346,358,48,453,1304,4,4.8453E+11,1500US484530013044,Block Group 4,G5030,S,473234,0,30.2495825,-97.7704511,420,14063753,AUS_14063753,30.24911921,-97.76804634,2,1,AUS_1406375321,3,2,39,1
347,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,550,13231917,AUS_13231917,30.2491619,-97.74984627,2,1,AUS_1323191721,3,2,34,1
348,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,669,13421703,AUS_13421703,30.24933,-97.75518,2,1,AUS_1342170321,3,2,27,1
349,96,48,453,1915,1,4.8453E+11,1500US484530019151,Block Group 1,G5030,S,6222772,0,30.240437,-97.8367583,374,13965444,AUS_13965444,30.24953,-97.85305,2,1,AUS_1396544421,3,2,26,1
350,422,48,453,2304,1,4.8453E+11,1500US484530023041,Block Group 1,G5030,S,555376,164508,30.2446031,-97.7196599,1196,12141726,AUS_12141726,30.24973,-97.7136,2,1,AUS_1214172621,3,5,22,2
351,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,206,14750027,AUS_14750027,30.24984478,-97.74959246,2,1,AUS_1475002721,3,1,55,2
352,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,1116,11985531,AUS_11985531,30.24985,-97.7496,2,1,AUS_1198553121,3,3,22,1
353,370,48,453,1305,4,4.8453E+11,1500US484530013054,Block Group 4,G5030,S,701550,0,30.2533559,-97.758127,1309,12315993,AUS_12315993,30.25002,-97.75495,2,1,AUS_1231599321,3,2,24,2
354,370,48,453,1305,4,4.8453E+11,1500US484530013054,Block Group 4,G5030,S,701550,0,30.2533559,-97.758127,1338,12357645,AUS_12357645,30.25002,-97.75495,2,1,AUS_1235764521,3,2,40,1
355,370,48,453,1305,4,4.8453E+11,1500US484530013054,Block Group 4,G5030,S,701550,0,30.2533559,-97.758127,1403,12805614,AUS_12805614,30.25002,-97.75495,2,1,AUS_1280561421,3,2,35,1
356,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,907,12807677,AUS_12807677,30.25037359,-97.74941242,2,1,AUS_1280767721,3,3,31,1
357,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,709,13544826,AUS_13544826,30.25085944,-97.74922859,2,1,AUS_1354482621,3,2,42,1
358,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,710,13553209,AUS_13553209,30.25109394,-97.74913986,2,1,AUS_1355320921,3,3,0,2
359,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,103,14493929,AUS_14493929,30.25111478,-97.74912246,2,1,AUS_1449392921,3,2,34,1
360,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,295,13768372,AUS_13768372,30.25112,-97.74913,2,1,AUS_1376837221,3,2,33,1
361,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,429,14079313,AUS_14079313,30.25112,-97.74913,2,1,AUS_1407931321,3,3,19,2
362,369,48,453,1305,3,4.8453E+11,1500US484530013053,Block Group 3,G5030,S,655707,0,30.2452677,-97.7539204,1214,12150658,AUS_12150658,30.25119824,-97.74910066,2,1,AUS_1215065821,3,2,24,1
363,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,171,14669809,AUS_14669809,30.25122842,-97.76515671,2,1,AUS_1466980921,3,3,31,1
364,450,48,453,1305,1,4.8453E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,1367,12471860,AUS_12471860,30.25153716,-97.75430555,2,1,AUS_1247186021,3,3,23,2
365,450,48,453,1305,1,4.8453E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,1183,12110175,AUS_12110175,30.25229,-97.7487,2,1,AUS_1211017521,3,2,52,1
366,346,48,453,1000,3,4.8453E+11,1500US484530010003,Block Group 3,G5030,S,432836,59672,30.2527922,-97.716717,1363,12448249,AUS_12448249,30.2523,-97.71081,2,1,AUS_1244824921,3,2,21,1
367,450,48,453,1305,1,4.8453E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,743,13637411,AUS_13637411,30.25261139,-97.75368516,3,1,AUS_1363741131,3,3,0,1
368,450,48,453,1305,1,4.8453E+11,1500US484530013051,Block Group 1,G5030,S,1106325,65346,30.2582419,-97.7524205,744,13637411,AUS_13637411,30.25261139,-97.75368516,2,1,AUS_1363741121,3,3,22,2
369,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,488,14225290,AUS_14225290,30.253,-97.71279,2,1,AUS_1422529021,3,3,30,2
370,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,501,13120123,AUS_13120123,30.253,-97.71279,2,1,AUS_1312012321,3,2,22,1
371,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,1346,12379033,AUS_12379033,30.253,-97.71279,3,1,AUS_1237903331,3,1,25,2
372,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,658,13395185,AUS_13395185,30.25345,-97.71413,3,1,AUS_1339518531,3,2,44,1
373,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,567,13256047,AUS_13256047,30.25396739,-97.76278203,2,1,AUS_1325604721,3,2,29,1
374,462,48,453,1910,3,4.8453E+11,1500US484530019103,Block Group 3,G5030,S,2122433,0,30.2595428,-97.801771,272,13720774,AUS_13720774,30.25406127,-97.80294367,2,1,AUS_1372077421,3,3,42,1
375,356,48,453,1304,2,4.8453E+11,1500US484530013042,Block Group 2,G5030,S,343617,0,30.2543893,-97.7723068,377,13967936,AUS_13967936,30.2544,-97.7723,2,1,AUS_1396793621,3,3,23,2
376,343,48,453,902,2,4.8453E+11,1500US484530009022,Block Group 2,G5030,S,1005391,0,30.257009,-97.7105642,695,13522562,AUS_13522562,30.25474,-97.7057,2,1,AUS_1352256221,3,2,46,1
377,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,1315,12316980,AUS_12316980,30.25479,-97.71196,2,1,AUS_1231698021,3,2,51,1
378,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,1252,12209995,AUS_12209995,30.25482569,-97.76225329,2,1,AUS_1220999521,3,2,0,1
379,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,319,13820159,AUS_13820159,30.25495768,-97.76217255,2,1,AUS_1382015921,3,2,31,1
380,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,1141,12043316,AUS_12043316,30.25495768,-97.76217255,2,1,AUS_1204331621,3,2,54,1
381,68,48,453,1303,2,4.8453E+11,1500US484530013032,Block Group 2,G5030,S,635029,0,30.2562161,-97.7625867,1386,12487097,AUS_12487097,30.25495768,-97.76217255,2,1,AUS_1248709721,3,3,27,2
382,447,48,453,1401,1,4.8453E+11,1500US484530014011,Block Group 1,G5030,S,650840,121283,30.2552815,-97.7457665,1089,11947808,AUS_11947808,30.25548712,-97.74750104,2,1,AUS_1194780821,3,2,30,1
383,343,48,453,902,2,4.8453E+11,1500US484530009022,Block Group 2,G5030,S,1005391,0,30.257009,-97.7105642,706,13539667,AUS_13539667,30.2555667,-97.70200028,2,1,AUS_1353966721,3,2,24,2
384,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,610,13323424,AUS_13323424,30.25559,-97.71158,2,1,AUS_1332342421,3,2,56,1
385,294,48,453,902,3,4.8453E+11,1500US484530009023,Block Group 3,G5030,S,531272,0,30.2568635,-97.7178495,1013,13002395,AUS_13002395,30.25559001,-97.71158,2,1,AUS_1300239521,3,2,55,1
386,346,48,453,1000,3,4.8453E+11,1500US484530010003,Block Group 3,G5030,S,432836,59672,30.2527922,-97.716717,605,13308891,AUS_13308891,30.25565848,-97.72046431,2,1,AUS_1330889121,3,2,13,2
